cust_id,acct_nbr,acct_type,account_active,starting_balance,ending_balance,cc_av_wd,cc_av_pm,cc_n_wd,cc_n_pm,ck_av_wd,ck_av_dp,ck_n_wd,ck_n_dp,sv_av_wd,sv_av_dp,sv_n_wd,sv_n_dp,end_start_balance_ratio
1362621,13626213,SV,1,727.98,1498.4,,,,,,,,,-108.31,54.84055556,2,18,2.058298305
1362644,13626443,SV,1,130.48,132.42,,,,,,,,,,0.161666667,,12,1.014868179
1362851,13628512,CK,1,7059.92,635.97,,,,,-262.178,442.4008333,65,24,,,,,0.090081757
1362682,13626823,SV,1,240.19,243.79,,,,,,,,,,0.3,,12,1.014988134
1362765,13627652,CK,1,2615.72,820.66,,,,,-101.7666667,307.4611765,69,17,,,,,0.313741532
1363010,13630103,SV,1,226.58,883.63,,,,,,,,,-129.88,48.26736842,2,19,3.89985877
1362574,4.56114E+15,CC,1,0,1300,-149.1803279,1300,61,6,,,,,,,,,
1362911,13629112,CK,1,225.66,43.24,,,,,-90.24157143,438.1778571,70,14,,,,,0.191615705
1362754,13627543,SV,1,300.47,240.75,,,,,,,,,-91.918,26.658,5,15,0.801244717
1363275,13632752,CK,1,229.67,46.55,,,,,-42.32442857,252.69,70,11,,,,,0.202682109
1363391,13633912,CK,1,232.72,17.91,,,,,-41.68808219,257.1290909,73,11,,,,,0.076959436
1363270,13632703,SV,1,549.07,380.05,,,,,,,,,-96.82058824,59.0772,17,25,0.692170397
1362938,4.56114E+15,CC,1,1402.32,436.98,-138.3165217,614.775,46,12,,,,,,,,,0.311612186
1363461,4.56114E+15,CC,1,1575.67,1610.7,-157.3859649,752.085,57,12,,,,,,,,,1.022231812
1362510,13625102,CK,1,2812.23,222.56,,,,,-95.31589286,101.7785185,56,27,,,,,0.079140042
1362572,4.56114E+15,CC,1,379.26,369.97,-144.9151852,357.0309091,27,11,,,,,,,,,0.975504931
1362549,4.56114E+15,CC,1,1018.04,1000,-97.00275862,476.295,58,12,,,,,,,,,0.982279675
1363385,13633853,SV,1,504.61,1720.35,,,,,,,,,-92.7825,97.9,8,20,3.409266562
1363387,13633873,SV,1,164.19,110.52,,,,,,,,,-107.8907692,61.31409091,13,22,0.673122602
1362594,13625942,CK,1,14213.05,4418.79,,,,,-423.1206897,546.1755556,58,27,,,,,0.310896676
1363195,13631952,CK,1,136.24,579.16,,,,,-47.98741935,189.8966667,62,18,,,,,4.251027598
1362752,13627523,SV,1,600.26,609.33,,,,,,,,,,0.755833333,,12,1.015110119
1362997,4.56114E+15,CC,1,753.36,420,-107.5,206.397,16,10,,,,,,,,,0.557502389
1363427,4.56114E+15,CC,0,2575.11,20,-369.8827273,598.0166667,11,12,,,,,,,,,0.007766659
1363258,13632583,SV,1,776.38,845.68,,,,,,,,,-115.35,58.37470588,8,17,1.089260414
1362783,13627833,SV,1,276.9,699.58,,,,,,,,,-101.525,46.04333333,4,18,2.52647165
1363088,13630883,SV,1,430.47,1426.1,,,,,,,,,-156.0425,106.8557143,8,21,3.312890561
1362981,13629812,CK,1,178.41,260.03,,,,,-45.0719403,221.5314286,67,14,,,,,1.457485567
1362541,4.56114E+15,CC,1,0,2093.96,-132.6315789,94.668,19,5,,,,,,,,,
1362995,4.56114E+15,CC,0,1660.56,21.66,-116.8175,398.2658333,24,12,,,,,,,,,0.013043792
1362609,13626093,SV,1,758.41,49.39,,,,,,,,,-179.8945455,74.72705882,11,17,0.065123086
1362636,4.56114E+15,CC,1,1038.96,1000,-105.58625,361.245,40,12,,,,,,,,,0.962500963
1362969,4.56114E+15,CC,1,2558.49,3800,-377.0036364,959.7966667,33,12,,,,,,,,,1.485251066
1363481,13634812,CK,1,202.56,25.94,,,,,-36.82853333,198.8861538,75,13,,,,,0.128060821
1362746,13627463,SV,1,2263.07,2946.92,,,,,,,,,-111.72125,68.59217391,8,23,1.302178015
1363107,13631072,CK,0,256.32,28.8,,,,,-33.39210526,135.4033333,19,3,,,,,0.112359551
1363314,13633142,CK,1,2076.11,266.68,,,,,-73.95206349,135.71,63,21,,,,,0.128451768
1362966,4.56114E+15,CC,1,3100.57,1586.27,-132.1679661,787.7266667,59,12,,,,,,,,,0.511605931
1362546,4.56114E+15,CC,1,2340.61,1292.63,-117.5638235,759.9741667,68,12,,,,,,,,,0.552262017
1363457,13634573,SV,1,1415.45,3028.72,,,,,,,,,-337.48,185.199375,4,16,2.139757674
1363002,4.56114E+15,CC,1,1827.21,2684.46,-256.2771324,2854.934167,136,12,,,,,,,,,1.469157896
1362540,13625402,CK,1,10618.86,1515.35,,,,,-262.3181967,313.5409091,61,22,,,,,0.142703642
1363321,13633212,CK,1,209.65,2748.89,,,,,-65.58109375,396.2605882,64,17,,,,,13.11180539
1363108,13631083,SV,1,220.08,360.12,,,,,,,,,-90.59333333,45.57333333,6,15,1.636314068
1362905,13629052,CK,1,2711.63,10.18,,,,,-79.6659322,95.18285714,59,21,,,,,0.0037542
1362717,13627172,CK,1,311.91,248.16,,,,,-48.06446154,161.0757895,65,19,,,,,0.795614119
1362930,4.56114E+15,CC,1,1013.46,0,,343.1766667,,3,,,,,,,,,0
1362864,13628642,CK,1,156.93,479.29,,,,,-46.11634146,276.64125,41,8,,,,,3.054164277
1362530,13625303,SV,1,569.85,900.52,,,,,,,,,-171.95875,106.64625,8,16,1.580275511
1362939,13629393,SV,1,1637.19,1173.89,,,,,,,,,-308.7833333,189.5240909,15,22,0.71701513
1363384,13633842,CK,1,7388.44,12.8,,,,,-320.2439344,759.9075,61,16,,,,,0.001732436
1362718,13627183,SV,1,1861.61,1918.23,,,,,,,,,,4.718333333,,12,1.030414534
1363015,13630152,CK,1,278.52,208.03,,,,,-55.01734375,265.4323077,64,13,,,,,0.74691225
1362986,13629862,CK,1,5870.86,4690.94,,,,,-200.9607692,84.26882353,13,17,,,,,0.799020927
1363353,4.56114E+15,CC,1,479.66,1504.14,-245.4345283,1005.638333,53,12,,,,,,,,,3.135846224
1362623,13626233,SV,1,139.52,140.14,,,,,,,,,-0.75,0.176666667,2,12,1.004443807
1362845,4.56114E+15,CC,0,3691.23,20,-20,321.6691667,1,12,,,,,,,,,0.005418248
1362853,13628532,CK,1,3648.96,1875.77,,,,,-154.4788235,234.8165385,51,26,,,,,0.51405606
1362722,4.56114E+15,CC,1,0,1469.22,-279.4158333,529.449,24,10,,,,,,,,,
1363035,13630353,SV,1,734.38,756.72,,,,,,,,,,1.861666667,,12,1.030420218
1362713,13627133,SV,1,461.24,468.2,,,,,,,,,,0.58,,12,1.015089758
1362974,13629742,CK,1,383.02,953.53,,,,,-35.15685714,112.5625,35,16,,,,,2.489504465
1362961,4.56114E+15,CC,1,473.1,1000,-129.4768293,399.0258333,41,12,,,,,,,,,2.11371803
1363474,13634742,CK,1,2681.98,30.89,,,,,-96.901,137.5713043,60,23,,,,,0.01151761
1362638,13626382,CK,1,125.81,0,,,,,-54.96352941,158.45,34,11,,,,,0
1363393,13633932,CK,1,203.46,174.05,,,,,-45.76444444,221.9881818,54,11,,,,,0.855450703
1362675,4.56114E+15,CC,1,153.26,911.38,-84.84176471,64.2725,17,12,,,,,,,,,5.946626648
1362925,4.56114E+15,CC,1,264.68,602.03,-109.0966667,275.585,33,12,,,,,,,,,2.274557957
1363326,13633262,CK,1,949.92,2945.14,,,,,-184.9434375,1130.487143,32,7,,,,,3.100408455
1362954,13629542,CK,1,5504.29,301.79,,,,,-198.2855556,203.8859259,54,27,,,,,0.054828143
1363255,13632552,CK,1,262.07,20.46,,,,,-54.2275,191.4366667,68,18,,,,,0.078070744
1363449,13634492,CK,1,331.36,1572.98,,,,,-64.78444444,369.13125,72,16,,,,,4.747042492
1362968,13629682,CK,1,197.54,203.81,,,,,-55.05527778,283.5892857,72,14,,,,,1.031740407
1362525,13625253,SV,1,284.65,313.46,,,,,,,,,-97.92357143,66.66285714,14,21,1.101212015
1363236,13632362,CK,1,2977.65,52.8,,,,,-132.8585455,219.1185,55,20,,,,,0.017732104
1363399,4.56114E+15,CC,1,428.31,0,,87.974,,5,,,,,,,,,0
1363080,13630803,SV,1,321.16,691.59,,,,,,,,,-160.03,40.61705882,2,17,2.153412629
1363382,13633822,CK,1,2694.39,1544.52,,,,,-87.23920635,241.4555556,63,18,,,,,0.5732355
1362552,4.56114E+15,CC,1,367.42,493.17,-88.19955556,324.225,45,12,,,,,,,,,1.342251374
1362642,13626423,SV,1,180.22,91.21,,,,,,,,,-90.863,43.13789474,10,19,0.506103651
1363291,13632913,SV,1,274.62,653.58,,,,,,,,,-55.40625,48.36529412,8,17,2.379943194
1362955,13629553,SV,1,162.27,627.76,,,,,,,,,-105.2788889,83.11764706,9,17,3.868614038
1363347,13633473,SV,1,794.25,512.64,,,,,,,,,-141.96625,42.742,8,20,0.645439093
1363284,13632843,SV,1,1454.16,860.93,,,,,,,,,-269.014,123.3847059,10,17,0.592046267
1362489,13624892,CK,1,833.4,125.43,,,,,-100.8676119,318.4294737,67,19,,,,,0.15050396
1362936,13629363,SV,1,746.54,792.11,,,,,,,,,-144.362,42.72722222,5,18,1.061041605
1362697,13626972,CK,1,2686.03,11.38,,,,,-84.50393443,107.83,61,23,,,,,0.004236736
1363370,4.56114E+15,CC,1,294.72,746.6,-121.7488889,238.2216667,27,12,,,,,,,,,2.5332519
1363138,4.56114E+15,CC,1,92.13,914.08,-114.7019444,280.2208333,36,12,,,,,,,,,9.921632476
1362592,13625922,CK,1,922.69,343.51,,,,,-156.1070769,531.5433333,65,18,,,,,0.372291886
1363416,13634162,CK,1,211.24,5.68,,,,,-39.03183099,183.2964286,71,14,,,,,0.026888847
1362743,13627433,SV,1,2205.14,2885.15,,,,,,,,,-177.9357143,128.4126667,7,15,1.308374978
1362767,4.56114E+15,CC,1,0,290.54,-122.96,506.4125,35,8,,,,,,,,,
1362765,4.56114E+15,CC,1,902.92,999.18,-128.9085455,583.8691667,55,12,,,,,,,,,1.106609666
1362698,13626983,SV,0,499.93,3110.27,,,,,,,,,-288.1977778,519.86,18,15,6.221410998
1362941,13629412,CK,1,323.06,4.54,,,,,-44.88142857,166.1064706,70,17,,,,,0.014053117
1362832,4.56114E+15,CC,1,0,8500,-323.1964286,549.5,28,1,,,,,,,,,
1363195,4.56114E+15,CC,1,0,1000,-94.88571429,328.4,14,1,,,,,,,,,
1363334,13633343,SV,1,259.3,478.96,,,,,,,,,-142.0144444,83.21055556,9,18,1.84712688
1363257,4.56114E+15,CC,1,0,2275.24,-133.3333333,105.032,24,10,,,,,,,,,
1363296,13632963,SV,1,2285.95,2505.34,,,,,,,,,-152.45,44.70590909,5,22,1.095973228
1363323,13633232,CK,1,12005.31,1083.14,,,,,-379.642931,443.9136,58,25,,,,,0.090221744
1363229,13632293,SV,1,541.97,536.08,,,,,,,,,-55.8675,29.40333333,8,15,0.98913224
1363233,13632332,CK,1,5230.56,313.6,,,,,-193.6212963,213.04,54,26,,,,,0.059955339
1363197,4.56114E+15,CC,1,132.93,645.09,-112.1285714,286.2658333,35,12,,,,,,,,,4.852854886
1363413,13634132,CK,1,141.77,131.81,,,,,-36.93075758,161.8313333,66,15,,,,,0.929745362
1362588,4.56114E+15,CC,1,453.45,1000,-134.9867568,373.4483333,37,12,,,,,,,,,2.205314809
1363059,13630592,CK,1,3468.86,24.41,,,,,-118.1743333,165.7277273,60,22,,,,,0.007036894
1362630,13626302,CK,1,2780.05,127.75,,,,,-140.8564151,229.2033333,53,21,,,,,0.045952411
1363314,4.56114E+15,CC,1,2393.16,366.31,-89.65829787,522.3758333,47,12,,,,,,,,,0.153065403
1362949,13629492,CK,1,2677.39,14.7,,,,,-97.96218182,143.4,55,19,,,,,0.005490422
1362817,13628173,SV,1,143.63,754.8,,,,,,,,,-113.67,77.81904762,9,21,5.255169533
1363301,13633012,CK,1,5616.16,285.21,,,,,-207.5584615,218.6312,52,25,,,,,0.05078381
1363342,13633422,CK,1,224.6,14.45,,,,,-70.47068493,448.5645455,73,11,,,,,0.064336598
1362486,13624862,CK,1,4252.39,3312.27,,,,,-112.3066667,5.433846154,9,13,,,,,0.778919619
1363321,4.56114E+15,CC,1,2076.51,1133.39,-198.77125,616.18,32,12,,,,,,,,,0.545814853
1363169,4.56114E+15,CC,1,1729.57,0,,1749.6,,1,,,,,,,,,0
1362905,4.56114E+15,CC,1,737.2,915.75,-154.1171429,85.8125,7,12,,,,,,,,,1.242200217
1363344,13633442,CK,1,159.01,68.95,,,,,-47.73652778,176.1847368,72,19,,,,,0.433620527
1363452,13634522,CK,1,326.84,428.7,,,,,-62.24847458,157.2716667,59,24,,,,,1.311650961
1363454,13634542,CK,1,2503.81,312.45,,,,,-111.952807,182.1717391,57,23,,,,,0.12478982
1362505,13625053,SV,0,310.45,205.68,,,,,,,,,-131.9518182,64.14571429,11,21,0.662522145
1363200,4.56114E+15,CC,1,0,254.56,-109.2307692,289.0177778,26,9,,,,,,,,,
1363483,13634832,CK,1,144.64,403.75,,,,,-31.74555556,195.7530769,72,13,,,,,2.791413164
1363130,4.56114E+15,CC,1,1031.2,80.56,-117.1698305,656.515,59,12,,,,,,,,,0.078122576
1363071,13630712,CK,1,2606.9,175.42,,,,,-102.154127,190.677619,63,21,,,,,0.067290652
1363455,13634553,SV,1,251.82,254.9,,,,,,,,,-0.75,0.319166667,1,12,1.012230959
1363384,4.56114E+15,CC,1,6541.09,2231.29,-284.8839024,1341.000833,41,12,,,,,,,,,0.341118988
1362858,13628582,CK,1,778.24,587.99,,,,,-137.5258462,380.3882609,65,23,,,,,0.755538137
1362607,13626072,CK,1,290.21,165.23,,,,,-62.421875,258.0013333,64,15,,,,,0.569346335
1362690,13626903,SV,0,259.26,111.34,,,,,,,,,-73.74833333,26.77909091,6,11,0.429453059
1362887,13628873,SV,0,591.9,4262.93,,,,,,,,,-332.8518182,666.5818182,11,11,7.202111843
1363040,13630403,SV,1,459.1,37.27,,,,,,,,,-144.9142857,39.50466667,7,15,0.081180571
1363351,13633513,SV,0,212.73,213.81,,,,,,,,,,0.27,,4,1.005076858
1362715,13627152,CK,1,2691.06,366.99,,,,,-80.09220339,141.2623529,59,17,,,,,0.136373771
1363154,13631542,CK,1,129.88,20.3,,,,,-46.11885246,180.2266667,61,15,,,,,0.156298121
1363306,13633062,CK,1,234.76,114.94,,,,,-51.95934426,179.3941176,61,17,,,,,0.489606407
1363326,4.56114E+15,CC,1,0,0,,,,,,,,,,,,,
1363441,13634412,CK,1,105.89,145.82,,,,,-30.65907692,156.3669231,65,13,,,,,1.377089432
1363236,4.56114E+15,CC,1,5922.77,1555.34,-141.0045161,1466.549167,93,12,,,,,,,,,0.262603478
1363017,4.56114E+15,CC,1,0,1000,-111.2882,460.831,50,10,,,,,,,,,
1362568,13625683,SV,1,284.16,386.2,,,,,,,,,-67.94777778,41.97470588,9,17,1.359093468
1363127,4.56114E+15,CC,1,825.68,305.79,-117.7088889,318.18,9,5,,,,,,,,,0.370349288
1363076,13630762,CK,1,918.78,67.3,,,,,-129.5157377,293.7075,61,24,,,,,0.073249309
1363168,13631682,CK,1,12440.33,67.58,,,,,-472.9145455,897.1628571,66,21,,,,,0.005432332
1363356,13633563,SV,1,285.45,148.06,,,,,,,,,-82.777,36.33578947,10,19,0.518689788
1363398,13633982,CK,1,2569.26,86.13,,,,,-116.4876364,145.3218519,55,27,,,,,0.033523271
1363141,13631412,CK,1,142.78,563.15,,,,,-41.42921875,180.6964706,64,17,,,,,3.944179857
1362580,4.56114E+15,CC,1,448.96,1500,-119.737619,138.4241667,21,12,,,,,,,,,3.341054882
1362489,4.56114E+15,CC,0,1465.41,20,-244.0684,866.21,25,9,,,,,,,,,0.013648058
1363087,4.56114E+15,CC,1,91.29,1000,-88.39947368,72.43,19,12,,,,,,,,,10.95410231
1362697,4.56114E+15,CC,1,0,0,,,,,,,,,,,,,
1362633,4.56114E+15,CC,1,249.18,1000,-115.5438462,442.24,52,12,,,,,,,,,4.013163175
1362933,13629333,SV,1,268.67,17.18,,,,,,,,,-133.1275,20.07285714,4,14,0.063944616
1363209,13632093,SV,0,264.69,1813.9,,,,,,,,,-307.025,132.2614286,4,21,6.852922286
1363303,13633032,CK,1,2789.57,39.22,,,,,-96.12984127,194.4817647,63,17,,,,,0.014059515
1362548,4.56114E+15,CC,1,6965.25,68.68,-312.0284615,1379.2025,13,8,,,,,,,,,0.009860378
1363486,4.56114E+15,CC,1,0,0,,,,,,,,,,,,,
1362734,13627342,CK,0,336.21,317.02,,,,,-10,0.405,2,2,,,,,0.942922578
1363223,13632233,SV,1,2653.96,2771.42,,,,,,,,,-89.94333333,43.814,6,15,1.044258391
1362625,13626252,CK,0,489.23,533.18,,,,,-65.66384615,128.2257143,13,7,,,,,1.089835047
1363004,13630043,SV,1,167.29,169.81,,,,,,,,,,0.21,,12,1.015063662
1362850,13628502,CK,1,2682.82,1179.4,,,,,-73.03612903,47.583125,31,16,,,,,0.43961205
1362619,13626192,CK,1,4071.26,759.22,,,,,-148.7449123,206.6568,57,25,,,,,0.186482809
1362952,13629522,CK,1,1069.57,473.45,,,,,-63.56708333,272.7888889,48,9,,,,,0.442654525
1362488,13624882,CK,1,4234.94,122.42,,,,,-93.46561404,71.47176471,57,17,,,,,0.028907139
1362735,13627353,SV,1,117.95,288.87,,,,,,,,,-63.72666667,41.35888889,9,18,2.449088597
1362630,4.56114E+15,CC,0,2016.58,962.62,-137.8937143,1967.866667,35,3,,,,,,,,,0.477352746
1363092,13630923,SV,1,257.16,397.29,,,,,,,,,-114.5,48.65470588,6,17,1.544913672
1362960,4.56114E+15,CC,1,5951.37,8600,-361.7212,619.4233333,25,12,,,,,,,,,1.445045427
1363371,13633713,SV,1,726.33,87.77,,,,,,,,,-178.34,77.86588235,11,17,0.120840389
1363261,13632612,CK,1,4185.93,1606.69,,,,,-112.3991935,209.0242857,62,21,,,,,0.383831072
1363201,13632013,SV,1,100.24,74.54,,,,,,,,,-45.295,16.40466667,6,15,0.743615323
1362611,13626112,CK,1,362.81,361.31,,,,,-0.75,,2,,,,,,0.995865605
1362535,4.56114E+15,CC,1,204.27,0,,207.15,,1,,,,,,,,,0
1363344,4.56114E+15,CC,1,690.04,1000,-136.6921739,503.3191667,46,12,,,,,,,,,1.449191351
1362589,13625893,SV,1,218.78,833.68,,,,,,,,,-174.9455556,109.511,9,20,3.810585977
1362759,13627592,CK,1,433.27,4.62,,,,,-55.65931507,302.8733333,73,12,,,,,0.010663097
1363328,13633282,CK,1,189.43,669.27,,,,,-57.90627907,371.22625,43,8,,,,,3.533072903
1363454,4.56114E+15,CC,1,2670.27,1336.4,-127.8070149,835.485,67,12,,,,,,,,,0.500473735
1363390,13633902,CK,1,2716.75,446.35,,,,,-90.82864407,134.2821739,59,23,,,,,0.164295574
1363438,13634383,SV,1,154.44,95.3,,,,,,,,,-88.22888889,43.23058824,9,17,0.617068117
1362911,4.56114E+15,CC,0,1328.83,67.61,-206.2916216,761.6866667,37,12,,,,,,,,,0.050879345
1363227,13632272,CK,1,2524.76,3342.38,,,,,-76.15685185,145.1005882,54,34,,,,,1.323840682
1363275,4.56114E+15,CC,1,408.78,805.19,-121.0104348,436.6425,46,12,,,,,,,,,1.969739224
1362980,13629802,CK,1,2778.92,118.27,,,,,-91.58444444,126.9394444,54,18,,,,,0.042559699
1362511,13625113,SV,1,282.9,748.73,,,,,,,,,-121.0438462,92.72454545,13,22,2.646624249
1362858,4.56114E+15,CC,1,0,708.2,-420.2171642,2495.122727,67,11,,,,,,,,,
1362896,13628962,CK,0,5929.92,512.63,,,,,-231.2514815,353.5145,54,20,,,,,0.086448047
1363266,13632662,CK,1,2820.64,1.98,,,,,-66.89258065,57.79608696,62,23,,,,,0.000701968
1362594,4.56114E+15,CC,0,9557,0,-311.3377778,3092.602857,36,7,,,,,,,,,0
1362715,4.56114E+15,CC,1,418.99,933.22,-124.5885,375.6166667,40,12,,,,,,,,,2.227308528
1362918,13629182,CK,1,278.13,142.87,,,,,-54.4019697,230.3513333,66,15,,,,,0.513680653
1363306,4.56114E+15,CC,1,0,137.4,-104.4685714,278.772,28,10,,,,,,,,,
1363376,13633763,SV,1,344.08,1345.44,,,,,,,,,-260.5266667,133.8584,9,25,3.910253429
1363441,4.56114E+15,CC,1,854.16,32.33,-107.97,389.9,32,11,,,,,,,,,0.037850052
1362829,13628292,CK,1,638.32,2516.2,,,,,-87.32075758,402.1605263,66,19,,,,,3.941910014
1362948,13629482,CK,1,3708.36,554.35,,,,,-150.645,249.041,54,20,,,,,0.149486565
1363468,4.56114E+15,CC,1,0,5500,-195.7088571,1349.81,35,1,,,,,,,,,
1363398,4.56114E+15,CC,1,0,1000,-121.5706667,92.84,15,10,,,,,,,,,
1362740,13627403,SV,0,118.82,119.87,,,,,,,,,,0.15,,7,1.008836896
1362776,13627762,CK,1,2732.3,31.28,,,,,-95.38650794,150.4072727,63,22,,,,,0.01144823
1363107,4.56114E+15,CC,1,478.51,89.15,-85.9825,142.669,12,10,,,,,,,,,0.186307496
1362480,13624802,CK,1,331.85,86.86,,,,,-102.5669565,488.0092857,69,14,,,,,0.261744764
1363297,13632972,CK,1,327.75,39.24,,,,,-41.6215625,139.7217647,64,17,,,,,0.1197254
1363469,13634693,SV,1,2055.19,1701.12,,,,,,,,,-56.69666667,11.19571429,9,14,0.827719092
1362717,4.56114E+15,CC,1,0,1000,-94.72052632,400.12,19,2,,,,,,,,,
1362882,13628822,CK,1,315.99,4.69,,,,,-122.5869231,588.9884615,65,13,,,,,0.014842242
1362814,13628142,CK,1,319.87,656.39,,,,,-60.84660714,197.0489474,56,19,,,,,2.052052396
1363203,13632033,SV,1,2704.88,3216.39,,,,,,,,,-329.838,227.4691667,15,24,1.189106356
1362864,4.56114E+15,CC,1,0,0,,,,,,,,,,,,,
1363133,13631333,SV,1,173.72,1082.35,,,,,,,,,-60,60.50764706,2,17,6.230428275
1362821,13628212,CK,1,2652.36,994.79,,,,,-82.56617647,67.68647059,34,17,,,,,0.375058439
1362631,13626313,SV,1,525.37,533.3,,,,,,,,,,0.660833333,,12,1.015094124
1362986,4.56114E+15,CC,1,0,1932.1,-253.7316667,125.2488889,12,9,,,,,,,,,
1362972,4.56114E+15,CC,1,1837.24,711.32,-408.197,453.3583333,10,12,,,,,,,,,0.387167708
1363022,13630223,SV,1,137.96,140,,,,,,,,,,0.17,,12,1.014786895
1362625,4.56114E+15,CC,1,3191.36,735.29,-151.655,564.9641667,28,12,,,,,,,,,0.230400206
1362815,13628153,SV,1,594.33,348.98,,,,,,,,,-99.17666667,38.07294118,9,17,0.587182205
1362850,4.56114E+15,CC,1,245.09,37.88,-123.3244444,111.6091667,9,12,,,,,,,,,0.154555469
1362663,13626632,CK,1,246.42,92.92,,,,,-57.06583333,304.2492308,72,13,,,,,0.377079782
1362572,13625723,SV,1,202.51,432.85,,,,,,,,,-109.085,52.60190476,8,21,2.137425312
1362853,4.56114E+15,CC,1,0,1073.95,-138.4684211,526.59,19,3,,,,,,,,,
1362952,4.56114E+15,CC,1,3038.8,782.77,-138.4532143,519.865,28,12,,,,,,,,,0.257591813
1363230,13632302,CK,1,2620.42,551.28,,,,,-91.70942308,122.7159091,52,22,,,,,0.210378489
1362995,13629953,SV,1,473.67,2978.58,,,,,,,,,-242.1638889,274.5544,18,25,6.288301982
1362605,13626052,CK,1,256.11,7.84,,,,,-46.27568627,100.5614286,51,21,,,,,0.030611846
1363377,13633772,CK,1,2731.16,146.5,,,,,-101.5056364,111.0425926,55,27,,,,,0.053640211
1363312,4.56114E+15,CC,1,0,4400,-150.374,1554.873333,60,3,,,,,,,,,
1362898,13628982,CK,1,356.91,219.21,,,,,-54.464,109.9161538,55,26,,,,,0.614188451
1362974,4.56114E+15,CC,1,802.2,271.87,-129.2161538,186.4741667,13,12,,,,,,,,,0.33890551
1362966,13629663,SV,1,174.49,124.13,,,,,,,,,-79.41142857,31.595,7,16,0.711387472
1362937,13629372,CK,1,251.19,377.3,,,,,-134.020339,535.554,59,15,,,,,1.502050241
1363328,4.56114E+15,CC,1,0,538.93,-138.7755556,177.5125,9,4,,,,,,,,,
1363474,4.56114E+15,CC,1,0,702.74,-93.8696875,466.18,32,5,,,,,,,,,
1363160,4.56114E+15,CC,1,657.46,286.69,-116.605,536.9575,52,12,,,,,,,,,0.436056946
1362949,4.56114E+15,CC,1,1982.74,3000,-101.1951724,185.4883333,29,12,,,,,,,,,1.513057688
1363390,4.56114E+15,CC,1,0,1860.67,-126.1154054,355.045,37,8,,,,,,,,,
1362565,13625652,CK,1,5753.09,271.08,,,,,-210.6913462,237.9973913,52,23,,,,,0.047119026
1363466,13634663,SV,1,542.05,1100.9,,,,,,,,,-86.2425,54.29521739,8,23,2.030993451
1363393,4.56114E+15,CC,1,0,1000,-94.59459459,1000,74,6,,,,,,,,,
1363078,13630782,CK,1,301.36,167.83,,,,,-53.23819672,222.4285714,61,14,,,,,0.556908681
1362954,4.56114E+15,CC,1,0,1226.12,-269.1551613,889.71125,31,8,,,,,,,,,
1362918,4.56114E+15,CC,1,345.5,1000,-64.56208333,84.64916667,24,12,,,,,,,,,2.894356006
1362661,4.56114E+15,CC,1,926.05,1000,-113.3995122,387.7266667,41,12,,,,,,,,,1.079855299
1362829,4.56114E+15,CC,1,0,2033.41,-286.0351852,649.3888889,27,9,,,,,,,,,
1363410,13634102,CK,1,3584.44,8.13,,,,,-110.6286842,44.90428571,38,14,,,,,0.002268137
1363297,4.56114E+15,CC,1,805.7,67.82,-131.3376667,390.78,30,12,,,,,,,,,0.084175251
1362549,13625493,SV,1,312.39,1039.96,,,,,,,,,-106.806875,90.28666667,16,27,3.329043823
1362587,13625872,CK,1,2520.63,292,,,,,-106.01,186.6985714,58,21,,,,,0.115844055
1363067,13630673,SV,1,284.01,288.33,,,,,,,,,,0.36,,12,1.015210732
1362924,13629242,CK,1,2593.78,0,,,,,-94.46255319,87.90285714,47,21,,,,,0
1363449,4.56114E+15,CC,1,991.87,636.53,-205.0922222,704.7845455,36,11,,,,,,,,,0.641747406
1362814,4.56114E+15,CC,1,0,1000,-124.1336364,100.9575,11,4,,,,,,,,,
1363382,4.56114E+15,CC,1,0,1000,-68.5916,89.31666667,25,9,,,,,,,,,
1362821,4.56114E+15,CC,1,967.86,0,,142.07,,7,,,,,,,,,0
1363308,13633082,CK,1,5568.05,5651.4,,,,,-0.75,7.165833333,1,12,,,,,1.014969334
1363331,13633312,CK,1,4246.48,2897.68,,,,,-174.8425806,379.6828,62,25,,,,,0.682372224
1363183,13631832,CK,1,6161.04,279.72,,,,,-263.6892063,596.1722222,63,18,,,,,0.045401426
1362925,13629253,SV,1,592.32,1770.46,,,,,,,,,-127.3633333,105.7245455,9,22,2.989026202
1363228,13632283,SV,1,310.44,1538.46,,,,,,,,,-185.4025,109.4238889,4,18,4.95574024
1362663,4.56114E+15,CC,1,1828.87,4400,-145.6430556,257.5333333,36,12,,,,,,,,,2.405857169
1363295,13632952,CK,0,261.09,68.65,,,,,-33.19878788,150.52,33,6,,,,,0.262936152
1363219,13632192,CK,1,4312.1,13.46,,,,,-113.6385714,136.2357143,63,21,,,,,0.003121449
1363290,13632903,SV,1,2229.39,2594.47,,,,,,,,,-97.05666667,41.19217391,6,23,1.163757799
1362992,13629922,CK,1,272.23,5.85,,,,,-39.31095238,157.8721429,63,14,,,,,0.021489182
1363480,13634802,CK,1,2072.19,33.77,,,,,-60.6760274,159.3953333,73,15,,,,,0.016296768
1363370,13633703,SV,1,146.95,149.17,,,,,,,,,,0.185,,12,1.015107179
1362592,4.56114E+15,CC,0,2106.82,310.1,-276.5826667,533.5275,15,12,,,,,,,,,0.147188654
1362605,4.56114E+15,CC,1,705.21,1000,-168.5826316,245.8675,19,12,,,,,,,,,1.418017328
